msm_id,target_anchor_prb_id,is_mesh,msm_type,af,succeed_count,fail_count,succeed_ratio
9181658,6291,False,http,4,70,1,0.9859154929577465
8937124,6291,True,http,4,682,8,0.9884057971014493
9181661,6291,False,http,6,14,1,0.9333333333333333
8937127,6291,True,http,6,579,63,0.9018691588785047
9181657,6291,False,ping,4,70,1,0.9859154929577465
8937123,6291,True,ping,4,680,10,0.9855072463768116
9181660,6291,False,ping,6,14,1,0.9333333333333333
8937126,6291,True,ping,6,581,61,0.9049844236760125
9181656,6291,False,traceroute,4,71,0,1.0
8937122,6291,True,traceroute,4,678,12,0.9826086956521739
9181659,6291,False,traceroute,6,14,1,0.9333333333333333
8937125,6291,True,traceroute,6,582,59,0.9079563182527302
20389583,6523,False,http,4,30,2,0.9375
20389537,6523,True,http,4,975,11,0.9888438133874239
20389586,6523,False,http,6,9,2,0.8181818181818182
20389540,6523,True,http,6,840,74,0.9190371991247265
20389582,6523,False,ping,4,31,1,0.96875
20389536,6523,True,ping,4,976,10,0.9898580121703854
20389585,6523,False,ping,6,9,2,0.8181818181818182
20389539,6523,True,ping,6,841,73,0.9201312910284464
20389581,6523,False,traceroute,4,32,0,1.0
20389535,6523,True,traceroute,4,973,13,0.986815415821501
20389584,6523,False,traceroute,6,9,2,0.8181818181818182
20389538,6523,True,traceroute,6,840,73,0.9200438116100766
23157046,6642,False,ping,4,27,0,1.0
23154956,6642,True,ping,4,950,10,0.9895833333333334
23157049,6642,False,ping,6,19,3,0.8636363636363636
23154967,6642,True,ping,6,822,70,0.92152466367713
23157045,6642,False,traceroute,4,26,1,0.9629629629629629
23154955,6642,True,traceroute,4,950,10,0.9895833333333334
23157048,6642,False,traceroute,6,18,4,0.8181818181818182
23154966,6642,True,traceroute,6,819,72,0.9191919191919192
26502737,6831,False,ping,4,30,1,0.967741935483871
26502094,6831,True,ping,4,969,12,0.9877675840978594
26502736,6831,False,traceroute,4,30,1,0.967741935483871
26502093,6831,True,traceroute,4,967,14,0.9857288481141692
26625829,6839,False,http,4,47,0,1.0
26625483,6839,True,http,4,971,20,0.9798183652875883
26625832,6839,False,http,6,26,6,0.8125
26625486,6839,True,http,6,841,76,0.9171210468920392
26625828,6839,False,ping,4,47,0,1.0
26625482,6839,True,ping,4,976,15,0.9848637739656912
26625831,6839,False,ping,6,27,5,0.84375
26625485,6839,True,ping,6,844,74,0.9193899782135077
26625827,6839,False,traceroute,4,47,0,1.0
26625481,6839,True,traceroute,4,972,19,0.9808274470232089
26625830,6839,False,traceroute,6,27,5,0.84375
26625484,6839,True,traceroute,6,841,76,0.9171210468920392
39132370,6869,False,http,6,24,1,0.96
27268745,6869,True,http,6,801,126,0.8640776699029126
27269464,6869,False,ping,6,30,2,0.9375
27268744,6869,True,ping,6,806,121,0.8694714131607335
27269463,6869,False,traceroute,6,30,2,0.9375
27268743,6869,True,traceroute,6,808,118,0.8725701943844493
51608724,7200,False,http,4,3,473,0.0063025210084033615
51608723,7200,False,ping,4,3,473,0.0063025210084033615
51608722,7200,False,traceroute,4,3,471,0.006329113924050633
55630482,7236,True,http,4,3,1013,0.002952755905511811
55630481,7236,True,ping,4,3,1013,0.002952755905511811
55630480,7236,True,traceroute,4,3,1013,0.002952755905511811
62010003,7267,False,ping,4,44,1,0.9777777777777777
62003602,7267,True,ping,4,951,10,0.9895941727367326
62010002,7267,False,traceroute,4,45,0,1.0
62003601,7267,True,traceroute,4,950,11,0.9885535900104059
109057739,7556,False,http,4,40,1,0.975609756097561
109051929,7556,True,http,4,971,12,0.987792472024415
109057752,7556,False,http,6,43,7,0.86
109051933,7556,True,http,6,832,81,0.9112814895947426
109057738,7556,False,ping,4,40,2,0.9523809523809523
109051928,7556,True,ping,4,971,12,0.987792472024415
109057750,7556,False,ping,6,45,6,0.8823529411764706
109051932,7556,True,ping,6,833,80,0.9123767798466593
109057736,7556,False,traceroute,4,40,1,0.975609756097561
109051927,7556,True,traceroute,4,972,11,0.9888097660223805
109057749,7556,False,traceroute,6,43,7,0.86
109051931,7556,True,traceroute,6,834,78,0.9144736842105263
130868784,7619,False,http,4,49,0,1.0
130863917,7619,True,http,4,982,10,0.9899193548387096
130868799,7619,False,http,6,56,7,0.8888888888888888
130863921,7619,True,http,6,840,82,0.911062906724512
130868783,7619,False,ping,4,49,0,1.0
130863916,7619,True,ping,4,982,10,0.9899193548387096
130868798,7619,False,ping,6,57,6,0.9047619047619048
130863920,7619,True,ping,6,843,80,0.9133261105092091
130868782,7619,False,traceroute,4,49,0,1.0
130863915,7619,True,traceroute,4,981,11,0.9889112903225806
130868797,7619,False,traceroute,6,56,7,0.8888888888888888
130863919,7619,True,traceroute,6,842,80,0.913232104121475
