msm_id,target_anchor_prb_id,is_mesh,msm_type,af,succeed_count,fail_count,succeed_ratio
10509998,6323,False,http,6,1,6,0.14285714285714285
10509915,6323,True,http,6,1,932,0.0010718113612004287
10509997,6323,False,ping,6,1,6,0.14285714285714285
10509914,6323,True,ping,6,1,932,0.0010718113612004287
10509996,6323,False,traceroute,6,1,6,0.14285714285714285
10509913,6323,True,traceroute,6,1,931,0.001072961373390558
10696150,6332,False,http,4,1,126,0.007874015748031496
10696141,6332,True,http,4,1,1008,0.0009910802775024777
10696153,6332,False,http,6,1,4,0.2
10696144,6332,True,http,6,1,932,0.0010718113612004287
10696149,6332,False,ping,4,1,126,0.007874015748031496
10696140,6332,True,ping,4,1,1008,0.0009910802775024777
10696152,6332,False,ping,6,1,4,0.2
10696143,6332,True,ping,6,1,932,0.0010718113612004287
10696148,6332,False,traceroute,4,1,126,0.007874015748031496
10696139,6332,True,traceroute,4,1,1008,0.0009910802775024777
10696151,6332,False,traceroute,6,1,4,0.2
10696142,6332,True,traceroute,6,1,931,0.001072961373390558
88665929,6425,False,ping,6,1,82,0.012048192771084338
88535121,6425,True,ping,6,1,941,0.0010615711252653928
88665928,6425,False,traceroute,6,1,82,0.012048192771084338
88535120,6425,True,traceroute,6,1,940,0.0010626992561105207
18085454,6438,False,http,6,1,5,0.16666666666666666
18085290,6438,True,http,6,1,932,0.0010718113612004287
18085453,6438,False,ping,6,1,5,0.16666666666666666
18085289,6438,True,ping,6,1,932,0.0010718113612004287
18085452,6438,False,traceroute,6,1,5,0.16666666666666666
18085288,6438,True,traceroute,6,1,931,0.001072961373390558
18366743,6446,False,http,4,0,257,0.0
18366038,6446,True,http,4,0,1007,0.0
18366750,6446,False,http,6,0,8,0.0
18366041,6446,True,http,6,0,932,0.0
18366749,6446,False,ping,6,0,8,0.0
18366040,6446,True,ping,6,0,933,0.0
18366748,6446,False,traceroute,6,0,7,0.0
18366039,6446,True,traceroute,6,0,932,0.0
18392225,6448,False,http,4,1,39,0.025
18392132,6448,True,http,4,1,1008,0.0009910802775024777
18392224,6448,False,ping,4,1,39,0.025
18392130,6448,True,ping,4,1,1008,0.0009910802775024777
18392223,6448,False,traceroute,4,1,39,0.025
18392129,6448,True,traceroute,4,1,1008,0.0009910802775024777
19949006,6513,False,http,4,0,214,0.0
19948895,6513,True,http,4,0,1009,0.0
19949005,6513,False,ping,4,0,214,0.0
19948894,6513,True,ping,4,0,1009,0.0
19949004,6513,False,traceroute,4,0,214,0.0
19948893,6513,True,traceroute,4,0,1009,0.0
20404938,6525,False,http,6,1,10,0.09090909090909091
20404906,6525,True,http,6,1,931,0.001072961373390558
20404937,6525,False,ping,6,1,10,0.09090909090909091
20404905,6525,True,ping,6,1,932,0.0010718113612004287
20404936,6525,False,traceroute,6,1,10,0.09090909090909091
20404904,6525,True,traceroute,6,1,931,0.001072961373390558
20752303,6533,False,http,6,1,16,0.058823529411764705
20752023,6533,True,http,6,1,931,0.001072961373390558
20752302,6533,False,ping,6,1,16,0.058823529411764705
20752022,6533,True,ping,6,1,932,0.0010718113612004287
20752301,6533,False,traceroute,6,1,16,0.058823529411764705
20752021,6533,True,traceroute,6,1,931,0.001072961373390558
20920696,6538,False,http,6,1,17,0.05555555555555555
20920350,6538,True,http,6,1,932,0.0010718113612004287
20920695,6538,False,ping,6,1,17,0.05555555555555555
20920349,6538,True,ping,6,1,932,0.0010718113612004287
20920694,6538,False,traceroute,6,1,17,0.05555555555555555
20920348,6538,True,traceroute,6,1,931,0.001072961373390558
20937927,6540,False,http,6,1,17,0.05555555555555555
20937763,6540,True,http,6,1,931,0.001072961373390558
20937926,6540,False,ping,6,1,17,0.05555555555555555
20937762,6540,True,ping,6,1,932,0.0010718113612004287
20937925,6540,False,traceroute,6,1,17,0.05555555555555555
20937761,6540,True,traceroute,6,1,931,0.001072961373390558
88140625,6543,False,http,4,1,88,0.011235955056179775
88122966,6543,True,http,4,1,1017,0.0009823182711198428
21318259,6547,False,http,6,0,135,0.0
21295729,6547,True,http,6,0,933,0.0
88792098,6582,False,http,6,1,3,0.25
88535055,6582,True,http,6,1,940,0.0010626992561105207
88792097,6582,False,ping,6,1,3,0.25
88535054,6582,True,ping,6,1,941,0.0010615711252653928
88792096,6582,False,traceroute,6,1,3,0.25
88535053,6582,True,traceroute,6,1,940,0.0010626992561105207
22526256,6591,False,http,4,0,183,0.0
22525755,6591,True,http,4,0,1009,0.0
22526259,6591,False,http,6,0,25,0.0
22525758,6591,True,http,6,0,932,0.0
22526258,6591,False,ping,6,0,25,0.0
22525757,6591,True,ping,6,0,933,0.0
22526257,6591,False,traceroute,6,0,25,0.0
22525756,6591,True,traceroute,6,0,932,0.0
23119996,6633,False,http,6,1,29,0.03333333333333333
23119204,6633,True,http,6,1,931,0.001072961373390558
23119995,6633,False,ping,6,1,29,0.03333333333333333
23119203,6633,True,ping,6,1,932,0.0010718113612004287
23119994,6633,False,traceroute,6,1,29,0.03333333333333333
23119202,6633,True,traceroute,6,1,931,0.001072961373390558
88914334,6689,False,http,4,1,16,0.058823529411764705
88756271,6689,True,http,4,1,1017,0.0009823182711198428
88914333,6689,False,ping,4,1,16,0.058823529411764705
88756270,6689,True,ping,4,1,1017,0.0009823182711198428
88914332,6689,False,traceroute,4,1,16,0.058823529411764705
88756269,6689,True,traceroute,4,1,1017,0.0009823182711198428
23836532,6718,False,http,6,1,46,0.02127659574468085
23834672,6718,True,http,6,1,932,0.0010718113612004287
23836531,6718,False,ping,6,1,46,0.02127659574468085
23834671,6718,True,ping,6,1,932,0.0010718113612004287
23836530,6718,False,traceroute,6,1,46,0.02127659574468085
23834670,6718,True,traceroute,6,1,931,0.001072961373390558
88961273,6724,False,http,6,1,2,0.3333333333333333
88756341,6724,True,http,6,1,940,0.0010626992561105207
88961272,6724,False,ping,6,1,2,0.3333333333333333
88756340,6724,True,ping,6,1,941,0.0010615711252653928
88961271,6724,False,traceroute,6,1,2,0.3333333333333333
88756339,6724,True,traceroute,6,1,940,0.0010626992561105207
23871038,6725,False,http,6,0,38,0.0
23870647,6725,True,http,6,0,933,0.0
23871037,6725,False,ping,6,0,38,0.0
23870646,6725,True,ping,6,0,933,0.0
23871036,6725,False,traceroute,6,0,38,0.0
23870645,6725,True,traceroute,6,0,932,0.0
24221161,6750,False,http,6,0,240,0.0
24218914,6750,True,http,6,0,932,0.0
24221160,6750,False,ping,6,0,240,0.0
24218913,6750,True,ping,6,0,933,0.0
24221159,6750,False,traceroute,6,0,240,0.0
24218912,6750,True,traceroute,6,0,932,0.0
24260225,6757,False,http,6,0,147,0.0
24259743,6757,True,http,6,0,932,0.0
24260224,6757,False,ping,6,0,147,0.0
24259742,6757,True,ping,6,0,933,0.0
24260223,6757,False,traceroute,6,0,147,0.0
24259741,6757,True,traceroute,6,0,932,0.0
25313152,6792,False,http,6,0,42,0.0
25311584,6792,True,http,6,0,933,0.0
25313151,6792,False,ping,6,0,42,0.0
25311583,6792,True,ping,6,0,933,0.0
25313150,6792,False,traceroute,6,0,42,0.0
25311582,6792,True,traceroute,6,0,932,0.0
26509371,6832,True,http,6,1,931,0.001072961373390558
26509370,6832,True,ping,6,1,932,0.0010718113612004287
26509369,6832,True,traceroute,6,1,931,0.001072961373390558
26513043,6833,True,http,4,1,1008,0.0009910802775024777
26513046,6833,True,http,6,1,932,0.0010718113612004287
26860072,6849,False,http,4,1,39,0.025
26858349,6849,True,http,4,1,1008,0.0009910802775024777
26860075,6849,False,http,6,1,34,0.02857142857142857
26858352,6849,True,http,6,1,931,0.001072961373390558
27312822,6872,False,http,6,0,72,0.0
27311954,6872,True,http,6,0,932,0.0
27312821,6872,False,ping,6,0,74,0.0
27311953,6872,True,ping,6,0,933,0.0
27312820,6872,False,traceroute,6,0,73,0.0
27311952,6872,True,traceroute,6,0,932,0.0
27425780,6874,False,http,6,0,131,0.0
27425048,6874,True,http,6,0,932,0.0
27425779,6874,False,ping,6,0,131,0.0
27425047,6874,True,ping,6,0,933,0.0
27425778,6874,False,traceroute,6,0,131,0.0
27425046,6874,True,traceroute,6,0,932,0.0
27472298,6875,False,http,6,1,27,0.03571428571428571
27471539,6875,True,http,6,1,931,0.001072961373390558
27472297,6875,False,ping,6,1,27,0.03571428571428571
27471538,6875,True,ping,6,1,932,0.0010718113612004287
27472296,6875,False,traceroute,6,1,27,0.03571428571428571
27471537,6875,True,traceroute,6,1,931,0.001072961373390558
27866832,6884,False,http,6,1,32,0.030303030303030304
27864942,6884,True,http,6,1,931,0.001072961373390558
27866831,6884,False,ping,6,1,33,0.029411764705882353
27864941,6884,True,ping,6,1,932,0.0010718113612004287
27866830,6884,False,traceroute,6,1,33,0.029411764705882353
27864940,6884,True,traceroute,6,1,931,0.001072961373390558
39966697,6890,False,http,6,1,0,1.0
39965204,6890,True,http,6,1,934,0.0010695187165775401
39966696,6890,False,ping,6,1,0,1.0
39965203,6890,True,ping,6,1,935,0.0010683760683760685
39966695,6890,False,traceroute,6,1,0,1.0
39965202,6890,True,traceroute,6,1,934,0.0010695187165775401
28097622,6891,False,http,6,1,75,0.013157894736842105
28095703,6891,True,http,6,1,932,0.0010718113612004287
28097621,6891,False,ping,6,1,75,0.013157894736842105
28095702,6891,True,ping,6,1,933,0.0010706638115631692
28097620,6891,False,traceroute,6,1,75,0.013157894736842105
89203017,6924,False,http,6,1,8,0.1111111111111111
88970044,6924,True,http,6,1,940,0.0010626992561105207
89203016,6924,False,ping,6,1,8,0.1111111111111111
88970043,6924,True,ping,6,1,941,0.0010615711252653928
89203015,6924,False,traceroute,6,1,8,0.1111111111111111
88970042,6924,True,traceroute,6,1,940,0.0010626992561105207
89237115,6927,False,http,6,1,14,0.06666666666666667
88970237,6927,True,http,6,2,939,0.0021253985122210413
89237114,6927,False,ping,6,1,14,0.06666666666666667
88970236,6927,True,ping,6,2,940,0.0021231422505307855
89237113,6927,False,traceroute,6,1,14,0.06666666666666667
88970235,6927,True,traceroute,6,2,939,0.0021253985122210413
29091324,6931,False,http,6,1,34,0.02857142857142857
29091085,6931,True,http,6,1,933,0.0010706638115631692
29091323,6931,False,ping,6,1,35,0.027777777777777776
29091084,6931,True,ping,6,1,934,0.0010695187165775401
29091322,6931,False,traceroute,6,1,35,0.027777777777777776
29091083,6931,True,traceroute,6,1,933,0.0010706638115631692
29294770,6944,False,http,4,1,28,0.034482758620689655
29294772,6944,False,http,4,1,28,0.034482758620689655
